"","wave","countryOfBirth","Leave","Stay","stay_leave_ratio"
"88",10,"Scotland",553.410946107107,906.371528427808,1.63779111129542
"89",10,"Wales",292.990641241162,385.310166937607,1.31509376990801
"90",10,NA,7199.15331138087,8695.75319989749,1.207885542061
"91",11,"England",4591.05228670717,3877.48817842095,0.844575042120026
"92",11,"Northern Ireland",25.7511519788303,24.8477870910446,0.964919437836088
"93",11,"Other: Commonwealth member country",69.9844239815516,96.509577847105,1.37901510588336
"94",11,"Other: European Union member country",45.3488624913022,115.087265723247,2.53782034213804
"95",11,"Other: Rest of world",102.044308072939,141.628917887499,1.3879159020439
"96",11,"Prefer not to answer",20.661949697792,45.5077381443155,2.20249002683317
"97",11,"Republic of Ireland",14.0209060166209,33.4958366669071,2.38899231099616
"98",11,"Scotland",521.990022366074,769.208987145795,1.47360860205551
"99",11,"Wales",290.790910100903,345.873923185482,1.18942481064991
"100",11,NA,7692.40481716413,8577.43332914839,1.11505225388158
"101",12,"England",5049.16475645186,4221.85073443775,0.836148340979176
"102",12,"Northern Ireland",21.5522005171529,38.0020615357191,1.76325668023894
"103",12,"Other: Commonwealth member country",99.2513010233541,125.244101598712,1.26188876425148
"104",12,"Other: European Union member country",49.0382401950493,137.875235647205,2.81158612337652
"105",12,"Other: Rest of world",110.409347758977,167.951537284164,1.5211713563493
"106",12,"Prefer not to answer",14.7498556236819,28.0706315028526,1.90311228930155
"107",12,"Republic of Ireland",17.8748134934049,31.4620539355843,1.76013327060405
"108",12,"Scotland",572.520555231998,859.329545735881,1.5009584160479
"109",12,"Wales",308.318032380978,362.329275804805,1.17518029356482
"110",12,NA,8773.05356321603,9493.85188725609,1.08216048367267
"111",13,"England",4568.58197308179,4090.07067772768,0.895260433505734
"112",13,"Northern Ireland",19.9530402182821,34.0970021723276,1.7088624991136
"113",13,"Other: Commonwealth member country",85.0876400497528,102.295204844809,1.20223342409067
"114",13,"Other: European Union member country",47.3662382250259,124.866258900729,2.63618694622778
"115",13,"Other: Rest of world",83.1119839876363,145.813736269249,1.75442492494151
"116",13,"Prefer not to answer",22.918166398027,38.9995628211841,1.70168774167472
"117",13,"Republic of Ireland",13.6981787041495,33.0288303572332,2.41118407567774
"118",13,"Scotland",498.496241646865,788.660683846816,1.58207949821516
"119",13,"Wales",285.786019424108,340.654530943411,1.1919915873767
"120",13,NA,7563.52324025752,8824.39005485107,1.16670363460807
