id,wt_new_W1_W13,profile_gross_household,euRefVoteW1,euRefVoteW2,euRefVoteW3,euRefVoteW4,euRefVoteW6,euRefVoteW7,euRefVoteW8,euRefVoteW9,euRefVoteW10,euRefVoteW11,euRefVoteW12,euRefVoteW13
25817,0.6615079839448769,"??150,000 and over",Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25866,0.2027818558623665,Prefer not to answer,Don't know,Don't know,Don't know,Don't know,Leave the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Don't know,Stay/remain in the EU,Stay/remain in the EU
25869,1.308460070004717,"??10,000 to ??14,999 per year",Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25877,0.17751016365130992,"??70,000 to ??99,999 per year",Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Don't know,Stay/remain in the EU,Stay/remain in the EU
25904,0.06563804067086539,"??35,000 to ??39,999 per year",Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25908,0.3987633835728969,Prefer not to answer,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25909,0.5744088094364919,"??30,000 to ??34,999 per year",I would/will not vote,I would/will not vote,I would/will not vote,Stay/remain in the EU,I would/will not vote,Stay/remain in the EU,I would/will not vote,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25910,0.319419853998526,"??25,000 to ??29,999 per year",I would/will not vote,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25924,0.7822637770412652,"??60,000 to ??69,999 per year",Leave the EU,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25926,0.441671294813198,"??45,000 to ??49,999 per year",Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Leave the EU,Leave the EU,Stay/remain in the EU
25929,0.344600801749667,"??10,000 to ??14,999 per year",Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25936,1.3592662954075594,"??60,000 to ??69,999 per year",Leave the EU,Don't know,Leave the EU,Leave the EU,Stay/remain in the EU,Don't know,Don't know,Leave the EU,I would/will not vote,I would/will not vote,Leave the EU,Don't know
25938,1.6007685014149822,"under ??5,000 per year",I would/will not vote,Leave the EU,I would/will not vote,Don't know,Don't know,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
25968,1.1464212056456249,"under ??5,000 per year",Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,I would/will not vote,Leave the EU,Leave the EU,Leave the EU
25970,0.4597081840597194,"??35,000 to ??39,999 per year",Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25988,2.017426102892573,"??5,000 to ??9,999 per year",Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
25996,0.31354041230645585,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
26003,1.4750473526513461,"??20,000 to ??24,999 per year",I would/will not vote,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
26004,2.461500436191611,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
26011,1.4969233011942151,"??10,000 to ??14,999 per year",Leave the EU,Leave the EU,Leave the EU,Stay/remain in the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
26044,2.2259817839355107,"??25,000 to ??29,999 per year",Stay/remain in the EU,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
26054,1.0693460346052466,Prefer not to answer,Don't know,Don't know,Don't know,Don't know,Don't know,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
26055,0.7619535099980884,"??30,000 to ??34,999 per year",Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
26080,0.3571862238129334,"??40,000 to ??44,999 per year",Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Stay/remain in the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
26091,0.14457210881218774,"??35,000 to ??39,999 per year",Leave the EU,Don't know,Don't know,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
26098,0.29866573632182025,"??40,000 to ??44,999 per year",Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
26157,0.5245594533721807,"??10,000 to ??14,999 per year",Leave the EU,Leave the EU,Leave the EU,Leave the EU,Stay/remain in the EU,Stay/remain in the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
26164,0.3000742170113688,"??20,000 to ??24,999 per year",Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
26173,1.8942690679921488,Prefer not to answer,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Don't know,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
26175,0.7606534575832432,"??15,000 to ??19,999 per year",Stay/remain in the EU,Stay/remain in the EU,Don't know,Leave the EU,Stay/remain in the EU,Leave the EU,Leave the EU,Leave the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
26196,1.2873397958656752,Prefer not to answer,Don't know,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
26198,0.4056873439238458,"??10,000 to ??14,999 per year",Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
26206,0.8453141676298905,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
26212,5.916807017051653,Don't know,Leave the EU,I would/will not vote,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
26220,0.057818927587011314,"??20,000 to ??24,999 per year",Don't know,Don't know,Leave the EU,Leave the EU,Don't know,Leave the EU,Leave the EU,Leave the EU,Don't know,Leave the EU,Don't know,Don't know
26226,1.1934214595488744,"??35,000 to ??39,999 per year",Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
26241,1.3471772772670043,Prefer not to answer,Don't know,Don't know,Don't know,Don't know,Stay/remain in the EU,Leave the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
26268,1.0037665204167974,"??45,000 to ??49,999 per year",Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Don't know,Don't know,Stay/remain in the EU
26272,0.27206391292155196,"??20,000 to ??24,999 per year",Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
26275,0.7484758314686513,"??100,000 to ??149,999 per year",Stay/remain in the EU,Leave the EU,Don't know,Stay/remain in the EU,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
26278,0.6232790278994617,"??20,000 to ??24,999 per year",Leave the EU,Leave the EU,Stay/remain in the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
26285,0.5541546671811957,"??50,000 to ??59,999 per year",Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Leave the EU,Leave the EU,Leave the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
26286,1.2576270117717836,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
26287,1.847667796870032,"??40,000 to ??44,999 per year",Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Don't know,Stay/remain in the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
26321,0.2102820413891469,"??50,000 to ??59,999 per year",Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
26341,0.3957585604524361,"??5,000 to ??9,999 per year",Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,I would/will not vote,Leave the EU,Leave the EU,Leave the EU
26350,0.6567487323497714,Prefer not to answer,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Stay/remain in the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
26351,1.629280514268271,"??10,000 to ??14,999 per year",Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
26353,0.2695695954059398,"??70,000 to ??99,999 per year",Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
26357,0.5116306815244708,"??70,000 to ??99,999 per year",Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
26374,0.32309882337416057,"??20,000 to ??24,999 per year",Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
26398,0.6358251854412181,"??20,000 to ??24,999 per year",Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
26429,0.10773940592695927,"under ??5,000 per year",Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
26450,2.053812629182336,"??10,000 to ??14,999 per year",Don't know,Don't know,Don't know,Don't know,Don't know,Stay/remain in the EU,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
26457,0.8082556735210948,Prefer not to answer,Stay/remain in the EU,Stay/remain in the EU,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
26462,0.31354041230645585,"??15,000 to ??19,999 per year",Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
26494,0.08633159213749207,"under ??5,000 per year",Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
26512,0.19721024456930236,"??20,000 to ??24,999 per year",Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
26513,0.9776215234006328,"??10,000 to ??14,999 per year",Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
26516,1.1258003167338777,"??5,000 to ??9,999 per year",Stay/remain in the EU,Stay/remain in the EU,Don't know,Stay/remain in the EU,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
26519,1.1855463621002738,"??20,000 to ??24,999 per year",Stay/remain in the EU,Leave the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU,Leave the EU
26526,0.6728127249395118,"??100,000 to ??149,999 per year",Leave the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
26563,0.1186482726195984,"??100,000 to ??149,999 per year",Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
26564,1.5692060914195074,Prefer not to answer,Don't know,Don't know,Don't know,Don't know,Don't know,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
26570,0.2616969597352839,"??20,000 to ??24,999 per year",Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,I would/will not vote,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU,Stay/remain in the EU
