"","id","num_wave_voted","num_switch","switch_ratio","ifswitch"
"42912",58006,4,0,0,0
"42913",58007,4,0,0,0
"42914",58008,2,0,0,0
"42915",58009,4,2,0.5,1
"42916",58010,4,0,0,0
"42917",58011,1,0,0,0
"42918",58012,4,0,0,0
"42919",58013,4,0,0,0
"42920",58014,1,0,0,0
"42921",58015,4,0,0,0
"42922",58016,2,0,0,0
"42923",58017,4,1,0.25,1
"42924",58018,3,0,0,0
"42925",58020,4,0,0,0
"42926",58021,4,0,0,0
"42927",58022,4,0,0,0
"42928",58023,4,0,0,0
"42929",58024,2,0,0,0
"42930",58025,4,0,0,0
"42931",58026,1,0,0,0
"42932",58028,4,0,0,0
"42933",58029,3,0,0,0
"42934",58030,3,0,0,0
"42935",58031,3,0,0,0
"42936",58032,4,0,0,0
"42937",58033,4,0,0,0
"42938",58036,4,3,0.75,1
"42939",58039,3,0,0,0
"42940",58040,4,0,0,0
"42941",58041,3,0,0,0
"42942",58042,4,0,0,0
"42943",58043,4,0,0,0
"42944",58045,4,0,0,0
"42945",58047,4,0,0,0
"42946",58048,1,0,0,0
"42947",58049,4,1,0.25,1
"42948",58051,4,1,0.25,1
"42949",58052,4,0,0,0
"42950",58053,4,0,0,0
"42951",58054,4,0,0,0
"42952",58055,1,0,0,0
"42953",58056,1,0,0,0
"42954",58057,3,0,0,0
"42955",58058,4,0,0,0
"42956",58059,4,0,0,0
"42957",58061,1,0,0,0
"42958",58062,4,2,0.5,1
"42959",58063,4,2,0.5,1
"42960",58064,2,0,0,0
"42961",58065,4,0,0,0
"42962",58066,1,0,0,0
"42963",58068,3,0,0,0
"42964",58069,2,0,0,0
"42965",58070,1,0,0,0
"42966",58071,4,0,0,0
"42967",58072,1,0,0,0
"42968",58074,3,0,0,0
"42969",58075,4,2,0.5,1
"42970",58076,3,0,0,0
"42971",58078,3,0,0,0
"42972",58079,1,0,0,0
"42973",58082,3,0,0,0
"42974",58086,4,0,0,0
"42975",58087,1,0,0,0
"42976",58088,3,0,0,0
"42977",58089,4,2,0.5,1
"42978",58090,3,0,0,0
"42979",58093,3,0,0,0
"42980",58094,4,0,0,0
"42981",58097,4,0,0,0
"42982",58099,4,0,0,0
"42983",58100,3,1,0.333333333333333,1
"42984",58101,2,0,0,0
"42985",58102,4,0,0,0
"42986",58103,3,2,0.666666666666667,1
"42987",58104,2,1,0.5,1
"42988",58106,3,0,0,0
"42989",58107,3,1,0.333333333333333,1
"42990",58108,3,0,0,0
"42991",58109,4,0,0,0
"42992",58111,4,0,0,0
"42993",58112,4,0,0,0
"42994",58113,4,3,0.75,1
"42995",58115,4,0,0,0
"42996",58116,2,0,0,0
"42997",58118,4,0,0,0
"42998",58119,1,0,0,0
"42999",58120,4,1,0.25,1
"43000",58121,4,0,0,0
"43001",58124,1,0,0,0
"43002",58125,3,1,0.333333333333333,1
"43003",58126,4,3,0.75,1
"43004",58127,3,0,0,0
"43005",58131,4,0,0,0
"43006",58132,3,0,0,0
"43007",58133,1,0,0,0
"43008",58134,4,0,0,0
"43009",58135,4,0,0,0
"43010",58136,1,0,0,0
"43011",58137,3,0,0,0
"43012",58138,1,0,0,0
"43013",58139,3,0,0,0
"43014",58140,1,0,0,0
"43015",58141,4,1,0.25,1
"43016",58143,4,0,0,0
"43017",58144,4,0,0,0
"43018",58145,1,0,0,0
"43019",58147,4,0,0,0
"43020",58148,3,0,0,0
"43021",58150,4,0,0,0
"43022",58152,2,0,0,0
"43023",58153,2,0,0,0
"43024",58154,3,2,0.666666666666667,1
"43025",58155,3,0,0,0
"43026",58157,1,0,0,0
"43027",58159,4,0,0,0
"43028",58160,3,0,0,0
"43029",58162,3,1,0.333333333333333,1
"43030",58164,3,0,0,0
"43031",58166,2,0,0,0
"43032",58168,4,0,0,0
"43033",58170,1,0,0,0
"43034",58171,1,0,0,0
"43035",58173,2,0,0,0
"43036",58174,1,0,0,0
"43037",58175,4,0,0,0
"43038",58177,1,0,0,0
"43039",58179,3,0,0,0
"43040",58180,3,0,0,0
"43041",58182,1,0,0,0
"43042",58183,4,0,0,0
"43043",58184,2,0,0,0
"43044",58185,4,0,0,0
"43045",58186,3,0,0,0
"43046",58188,4,0,0,0
"43047",58189,1,0,0,0
"43048",58192,4,0,0,0
"43049",58193,4,2,0.5,1
"43050",58194,3,0,0,0
"43051",58195,4,0,0,0
"43052",58196,1,0,0,0
"43053",58197,4,0,0,0
"43054",58198,3,0,0,0
"43055",58199,4,0,0,0
"43056",58200,4,0,0,0
"43057",58201,3,0,0,0
"43058",58202,2,0,0,0
"43059",58203,3,1,0.333333333333333,1
"43060",58204,3,0,0,0
"43061",58206,4,0,0,0
"43062",58207,2,1,0.5,1
"43063",58208,3,1,0.333333333333333,1
"43064",58209,3,0,0,0
"43065",58210,4,0,0,0
"43066",58212,2,1,0.5,1
"43067",58214,1,0,0,0
"43068",58216,1,0,0,0
"43069",58217,2,0,0,0
"43070",58218,4,0,0,0
"43071",58219,4,0,0,0
"43072",58220,3,0,0,0
"43073",58221,4,0,0,0
"43074",58222,4,0,0,0
"43075",58223,3,0,0,0
"43076",58224,3,0,0,0
"43077",58225,2,1,0.5,1
"43078",58228,4,0,0,0
"43079",58230,3,0,0,0
"43080",58231,2,0,0,0
"43081",58232,3,0,0,0
"43082",58233,4,1,0.25,1
"43083",58234,1,0,0,0
"43084",58235,3,0,0,0
"43085",58237,2,0,0,0
"43086",58238,1,0,0,0
"43087",58239,1,0,0,0
"43088",58240,4,0,0,0
"43089",58241,2,1,0.5,1
"43090",58242,3,0,0,0
"43091",58243,3,0,0,0
"43092",58245,4,0,0,0
"43093",58246,3,0,0,0
"43094",58250,4,0,0,0
"43095",58251,2,0,0,0
"43096",58253,4,1,0.25,1
"43097",58254,4,0,0,0
"43098",58255,1,0,0,0
"43099",58256,4,0,0,0
"43100",58257,1,0,0,0
"43101",58258,2,0,0,0
"43102",58259,4,2,0.5,1
"43103",58260,2,0,0,0
"43104",58261,4,3,0.75,1
"43105",58262,1,0,0,0
"43106",58263,4,0,0,0
"43107",58265,1,0,0,0
"43108",58266,4,0,0,0
"43109",58267,4,0,0,0
"43110",58268,3,0,0,0
"43111",58269,4,0,0,0
"43112",58270,3,0,0,0
"43113",58271,1,0,0,0
"43114",58272,4,0,0,0
"43115",58273,4,0,0,0
"43116",58274,4,2,0.5,1
"43117",58275,1,0,0,0
"43118",58276,4,0,0,0
"43119",58277,1,0,0,0
"43120",58278,4,0,0,0
"43121",58279,4,0,0,0
"43122",58280,4,0,0,0
"43123",58281,2,0,0,0
"43124",58282,4,0,0,0
"43125",58283,4,0,0,0
"43126",58285,4,1,0.25,1
"43127",58286,4,0,0,0
"43128",58287,4,0,0,0
"43129",58289,3,0,0,0
"43130",58290,4,0,0,0
"43131",58292,1,0,0,0
"43132",58294,2,0,0,0
"43133",58295,4,0,0,0
"43134",58296,4,0,0,0
"43135",58297,4,1,0.25,1
"43136",58298,4,1,0.25,1
"43137",58299,4,0,0,0
"43138",58300,4,2,0.5,1
"43139",58301,4,0,0,0
"43140",58302,1,0,0,0
"43141",58305,2,0,0,0
"43142",58307,3,0,0,0
"43143",58308,4,0,0,0
"43144",58311,4,2,0.5,1
