"id","num_wave_voted","num_bi_switch","bi_switch_ratio","bi_ifswitch"
11199,11,0,0,0
11200,5,0,0,0
11201,12,0,0,0
11202,9,0,0,0
11203,8,0,0,0
11204,4,0,0,0
11205,10,3,0.333333333333333,1
11206,2,0,0,0
11207,8,0,0,0
11208,2,0,0,0
11209,2,0,0,0
11210,7,0,0,0
11211,12,0,0,0
11212,7,0,0,0
11213,6,0,0,0
11214,11,0,0,0
11215,8,0,0,0
11216,11,0,0,0
11217,2,0,0,0
11218,4,0,0,0
11219,11,2,0.2,1
11220,12,0,0,0
11221,11,4,0.4,1
11222,12,2,0.181818181818182,1
11223,12,0,0,0
11224,12,0,0,0
11225,10,0,0,0
11226,3,0,0,0
11227,4,0,0,0
11228,3,0,0,0
11229,9,0,0,0
11230,2,0,0,0
11231,12,0,0,0
11232,5,0,0,0
11233,3,1,0.5,1
11234,3,0,0,0
11235,11,0,0,0
11236,7,1,0.166666666666667,1
11237,5,0,0,0
11238,11,0,0,0
11239,12,1,0.0909090909090909,1
11240,9,0,0,0
11241,2,0,0,0
11242,11,3,0.3,1
11243,11,1,0.1,1
11244,4,0,0,0
11245,11,0,0,0
11246,12,0,0,0
11247,11,3,0.3,1
11248,10,0,0,0
11249,12,0,0,0
11250,9,0,0,0
11251,12,1,0.0909090909090909,1
11252,10,0,0,0
11253,3,0,0,0
11254,12,0,0,0
11255,11,0,0,0
11256,12,2,0.181818181818182,1
11257,5,0,0,0
11258,10,0,0,0
11259,7,0,0,0
11260,9,2,0.25,1
11261,9,0,0,0
11262,10,2,0.222222222222222,1
11263,3,0,0,0
11264,5,2,0.5,1
11265,7,0,0,0
11266,8,0,0,0
11267,10,0,0,0
11268,11,2,0.2,1
11269,12,0,0,0
11270,9,0,0,0
11271,10,0,0,0
11272,9,0,0,0
11273,12,0,0,0
11274,3,0,0,0
11275,10,0,0,0
11276,4,0,0,0
11277,12,0,0,0
11278,5,0,0,0
11279,7,1,0.166666666666667,1
11280,11,0,0,0
11281,11,0,0,0
11282,1,0,0,0
11283,7,0,0,0
11284,3,0,0,0
11285,9,1,0.125,1
11286,4,0,0,0
11287,3,0,0,0
11288,7,0,0,0
11289,8,0,0,0
11290,12,0,0,0
11291,12,1,0.0909090909090909,1
11292,9,0,0,0
11293,12,0,0,0
11294,11,0,0,0
11295,11,0,0,0
11296,10,0,0,0
11297,12,0,0,0
11298,2,0,0,0
11299,12,0,0,0
11300,11,2,0.2,1
11301,10,3,0.333333333333333,1
11302,10,0,0,0
11303,12,1,0.0909090909090909,1
11304,1,0,0,0
11305,8,3,0.428571428571429,1
11306,11,1,0.1,1
11307,4,0,0,0
11308,4,1,0.333333333333333,1
11309,6,0,0,0
11310,11,0,0,0
11311,11,0,0,0
11312,12,0,0,0
11313,6,0,0,0
11314,11,0,0,0
11315,9,0,0,0
11316,10,2,0.222222222222222,1
11317,12,0,0,0
11318,5,0,0,0
11319,7,0,0,0
11320,11,0,0,0
11321,10,0,0,0
11322,11,0,0,0
11323,10,0,0,0
11324,3,0,0,0
11325,9,0,0,0
11326,5,0,0,0
11327,11,2,0.2,1
11328,6,1,0.2,1
11329,10,0,0,0
11330,8,0,0,0
11331,10,0,0,0
11332,4,1,0.333333333333333,1
11333,10,0,0,0
11334,2,0,0,0
11335,12,2,0.181818181818182,1
11336,12,1,0.0909090909090909,1
11337,12,2,0.181818181818182,1
11338,2,0,0,0
11339,12,0,0,0
11340,2,0,0,0
11341,12,0,0,0
11342,4,0,0,0
11343,6,1,0.2,1
11344,11,0,0,0
11345,6,0,0,0
11346,2,0,0,0
11347,9,5,0.625,1
11348,12,0,0,0
11349,8,1,0.142857142857143,1
11350,5,0,0,0
11351,10,0,0,0
11352,9,0,0,0
11353,11,2,0.2,1
11354,3,0,0,0
11355,5,0,0,0
11356,4,0,0,0
11357,3,0,0,0
11358,11,0,0,0
11359,10,0,0,0
11360,9,0,0,0
11361,3,0,0,0
11362,10,0,0,0
11363,2,0,0,0
11364,8,1,0.142857142857143,1
11365,9,1,0.125,1
11366,11,1,0.1,1
11367,2,0,0,0
11368,11,0,0,0
11369,11,0,0,0
11370,2,0,0,0
11371,10,0,0,0
11372,12,0,0,0
11373,8,0,0,0
11374,6,0,0,0
11375,9,0,0,0
11376,9,4,0.5,1
11377,11,2,0.2,1
11378,7,0,0,0
11379,9,2,0.25,1
11380,12,1,0.0909090909090909,1
11381,9,0,0,0
11382,11,0,0,0
11383,2,0,0,0
11384,8,1,0.142857142857143,1
11385,9,0,0,0
11386,1,0,0,0
11387,2,0,0,0
11388,1,0,0,0
11389,3,0,0,0
11390,6,0,0,0
11391,10,0,0,0
11392,4,0,0,0
11393,8,0,0,0
11394,8,0,0,0
11395,3,0,0,0
11396,2,0,0,0
11397,2,0,0,0
11398,5,0,0,0
11399,12,0,0,0
11400,11,1,0.1,1
11401,7,0,0,0
11402,1,0,0,0
11403,10,1,0.111111111111111,1
11404,7,1,0.166666666666667,1
11405,12,1,0.0909090909090909,1
11406,6,0,0,0
11407,2,1,1,1
11408,2,0,0,0
11409,12,0,0,0
11410,12,0,0,0
11411,11,0,0,0
11412,1,0,0,0
11413,8,0,0,0
11414,7,0,0,0
11415,6,0,0,0
11416,10,1,0.111111111111111,1
11417,11,2,0.2,1
11418,2,0,0,0
11419,10,1,0.111111111111111,1
11420,5,0,0,0
11421,7,0,0,0
11422,2,0,0,0
11423,10,2,0.222222222222222,1
11424,8,0,0,0
11425,5,0,0,0
11426,11,0,0,0
11427,3,0,0,0
11428,1,0,0,0
11429,4,1,0.333333333333333,1
11430,12,0,0,0
11431,11,0,0,0
11432,12,0,0,0
11433,3,0,0,0
11434,1,0,0,0
11435,12,0,0,0
11436,2,0,0,0
11437,11,0,0,0
11438,10,1,0.111111111111111,1
11439,9,0,0,0
11440,10,0,0,0
11441,12,0,0,0
11442,5,0,0,0
11443,7,0,0,0
11444,7,0,0,0
11445,10,0,0,0
11446,12,0,0,0
11447,9,0,0,0
11448,12,0,0,0
11449,7,0,0,0
11450,4,0,0,0
11451,2,0,0,0
11452,10,0,0,0
11453,8,1,0.142857142857143,1
11454,1,0,0,0
11455,4,0,0,0
11456,9,0,0,0
11457,11,0,0,0
11458,6,0,0,0
11459,6,0,0,0
11460,2,0,0,0
11461,6,0,0,0
11462,9,0,0,0
11463,9,2,0.25,1
11464,8,0,0,0
11465,11,2,0.2,1
11466,9,1,0.125,1
11467,3,0,0,0
11468,10,0,0,0
11469,10,0,0,0
11470,7,1,0.166666666666667,1
11471,4,0,0,0
11472,8,0,0,0
11473,10,0,0,0
11474,12,0,0,0
11475,12,0,0,0
11476,7,0,0,0
11477,10,0,0,0
11478,4,0,0,0
11479,11,0,0,0
11480,2,1,1,1
11481,2,0,0,0
11482,11,0,0,0
11483,5,1,0.25,1
11484,9,0,0,0
11485,5,0,0,0
11486,11,0,0,0
11487,9,0,0,0
11488,6,0,0,0
11489,10,1,0.111111111111111,1
11490,5,0,0,0
11491,9,0,0,0
11492,12,0,0,0
11493,5,0,0,0
11494,4,1,0.333333333333333,1
11495,12,0,0,0
11496,1,0,0,0
11497,7,0,0,0
11498,3,0,0,0
11499,12,0,0,0
11500,12,0,0,0
11501,3,1,0.5,1
11502,11,2,0.2,1
11503,7,1,0.166666666666667,1
11504,9,0,0,0
11505,11,0,0,0
11506,12,0,0,0
11507,2,0,0,0
11508,10,0,0,0
11509,10,0,0,0
11510,12,2,0.181818181818182,1
11511,1,0,0,0
11512,4,0,0,0
11513,12,0,0,0
11514,2,0,0,0
11515,8,0,0,0
11516,10,0,0,0
11517,6,0,0,0
11518,10,4,0.444444444444444,1
11519,5,0,0,0
11520,5,0,0,0
11521,10,2,0.222222222222222,1
11522,11,0,0,0
11523,11,1,0.1,1
11524,11,1,0.1,1
11525,10,0,0,0
11526,10,1,0.111111111111111,1
11527,10,0,0,0
11528,7,1,0.166666666666667,1
11529,8,0,0,0
11530,12,0,0,0
11531,12,0,0,0
11532,4,0,0,0
11533,11,0,0,0
11534,4,0,0,0
11535,5,0,0,0
11536,10,0,0,0
11537,4,0,0,0
11538,8,0,0,0
11539,10,0,0,0
11540,11,0,0,0
11541,4,0,0,0
11542,2,0,0,0
11543,11,0,0,0
11544,5,0,0,0
11545,8,0,0,0
11546,9,0,0,0
11547,7,0,0,0
11548,5,0,0,0
11549,9,0,0,0
11550,8,0,0,0
11551,4,0,0,0
11552,4,0,0,0
11553,12,0,0,0
11554,1,0,0,0
11555,11,0,0,0
11556,9,2,0.25,1
11557,4,0,0,0
11558,4,0,0,0
11559,12,0,0,0
11560,2,0,0,0
11561,2,0,0,0
11562,4,0,0,0
11563,2,0,0,0
11564,8,0,0,0
11565,3,0,0,0
11566,3,0,0,0
11567,12,0,0,0
11568,3,0,0,0
11569,12,0,0,0
11570,11,4,0.4,1
11571,6,0,0,0
11572,6,0,0,0
11573,10,1,0.111111111111111,1
11574,7,2,0.333333333333333,1
11575,6,0,0,0
11576,7,0,0,0
11577,11,1,0.1,1
11578,12,1,0.0909090909090909,1
11579,9,1,0.125,1
11580,3,1,0.5,1
11581,11,0,0,0
11582,9,0,0,0
11583,4,0,0,0
11584,11,0,0,0
11585,11,0,0,0
11586,11,0,0,0
11587,4,0,0,0
11588,10,1,0.111111111111111,1
11589,6,0,0,0
11590,5,0,0,0
11591,11,3,0.3,1
11592,8,1,0.142857142857143,1
11593,8,0,0,0
11594,2,0,0,0
11595,5,0,0,0
11596,12,2,0.181818181818182,1
11597,11,0,0,0
11598,8,0,0,0
11599,7,0,0,0
11600,1,0,0,0
11601,3,0,0,0
11602,2,0,0,0
11603,9,1,0.125,1
11604,11,1,0.1,1
11605,10,0,0,0
11606,10,0,0,0
11607,2,0,0,0
11608,12,0,0,0
11609,5,0,0,0
11610,7,0,0,0
11611,3,0,0,0
11612,12,0,0,0
11613,11,0,0,0
11614,3,1,0.5,1
11615,1,0,0,0
11616,12,0,0,0
11617,7,4,0.666666666666667,1
11618,9,2,0.25,1
11619,3,0,0,0
11620,11,2,0.2,1
11621,11,1,0.1,1
11622,7,0,0,0
11623,8,0,0,0
11624,12,0,0,0
11625,7,0,0,0
11626,12,0,0,0
11627,11,1,0.1,1
11628,8,0,0,0
11629,11,1,0.1,1
11630,8,1,0.142857142857143,1
11631,1,0,0,0
11632,5,0,0,0
11633,2,0,0,0
11634,8,0,0,0
11635,1,0,0,0
11636,11,1,0.1,1
11637,3,0,0,0
11638,7,1,0.166666666666667,1
11639,9,0,0,0
11640,2,0,0,0
11641,5,0,0,0
11642,12,0,0,0
11643,12,0,0,0
11644,12,0,0,0
11645,3,0,0,0
11646,1,0,0,0
11647,12,0,0,0
11648,9,0,0,0
11649,10,0,0,0
11650,12,1,0.0909090909090909,1
11651,5,0,0,0
11652,8,0,0,0
11653,3,0,0,0
11654,2,0,0,0
11655,1,0,0,0
11656,12,0,0,0
11657,8,0,0,0
11658,2,0,0,0
11659,10,3,0.333333333333333,1
11660,8,0,0,0
11661,12,4,0.363636363636364,1
11662,10,1,0.111111111111111,1
11663,7,0,0,0
11664,6,0,0,0
11665,11,0,0,0
11666,10,0,0,0
11667,12,0,0,0
11668,10,0,0,0
11669,5,1,0.25,1
11670,9,1,0.125,1
11671,10,0,0,0
11672,5,0,0,0
11673,11,1,0.1,1
11674,10,2,0.222222222222222,1
11675,11,2,0.2,1
11676,12,2,0.181818181818182,1
11677,8,1,0.142857142857143,1
11678,12,0,0,0
11679,3,0,0,0
11680,10,0,0,0
11681,12,0,0,0
11682,12,0,0,0
11683,6,0,0,0
11684,11,0,0,0
11685,12,0,0,0
11686,9,0,0,0
11687,10,0,0,0
11688,4,0,0,0
11689,7,0,0,0
11690,11,0,0,0
11691,2,0,0,0
11692,10,0,0,0
11693,11,0,0,0
11694,3,0,0,0
11695,9,2,0.25,1
11696,10,2,0.222222222222222,1
11697,2,0,0,0
11698,10,0,0,0
11699,5,0,0,0
11700,12,0,0,0
11701,2,0,0,0
11702,8,0,0,0
11703,3,0,0,0
11704,7,1,0.166666666666667,1
11705,4,0,0,0
11706,12,0,0,0
11707,6,1,0.2,1
11708,12,0,0,0
11709,7,0,0,0
11710,11,2,0.2,1
11711,11,0,0,0
11712,11,0,0,0
11713,5,0,0,0
11714,5,1,0.25,1
11715,11,0,0,0
11716,5,0,0,0
11717,6,0,0,0
11718,9,0,0,0
11719,11,0,0,0
11720,4,0,0,0
11721,11,0,0,0
11722,6,0,0,0
11723,4,0,0,0
11724,6,0,0,0
11725,5,0,0,0
11726,12,0,0,0
11727,8,0,0,0
11728,11,0,0,0
11729,9,0,0,0
11730,3,0,0,0
11731,12,0,0,0
11732,11,0,0,0
11733,12,0,0,0
11734,10,0,0,0
11735,4,1,0.333333333333333,1
11736,1,0,0,0
11737,9,0,0,0
11738,2,0,0,0
11739,1,0,0,0
11740,9,0,0,0
11741,10,1,0.111111111111111,1
11742,9,0,0,0
11743,11,0,0,0
11744,6,0,0,0
11745,11,0,0,0
11746,11,0,0,0
11747,3,0,0,0
11748,9,1,0.125,1
11749,12,0,0,0
11750,7,0,0,0
11751,5,0,0,0
11752,12,0,0,0
11753,10,0,0,0
11754,5,0,0,0
11755,1,0,0,0
11756,10,0,0,0
11757,12,0,0,0
11758,6,0,0,0
11759,1,0,0,0
11760,9,0,0,0
11761,12,0,0,0
11762,7,2,0.333333333333333,1
11763,11,0,0,0
11764,12,0,0,0
11765,11,0,0,0
11766,11,0,0,0
11767,10,0,0,0
11768,10,0,0,0
11769,12,0,0,0
11770,12,0,0,0
11771,10,0,0,0
11772,5,0,0,0
11773,11,1,0.1,1
11774,11,2,0.2,1
11775,11,0,0,0
11776,6,0,0,0
11777,10,1,0.111111111111111,1
11778,10,0,0,0
11779,10,1,0.111111111111111,1
11780,12,1,0.0909090909090909,1
11781,10,2,0.222222222222222,1
11782,8,0,0,0
11783,10,0,0,0
11784,2,0,0,0
11785,12,0,0,0
11786,12,0,0,0
11787,12,0,0,0
11788,10,0,0,0
11789,8,1,0.142857142857143,1
11790,12,4,0.363636363636364,1
11791,9,0,0,0
11792,5,0,0,0
11793,10,0,0,0
11794,7,0,0,0
11795,9,0,0,0
11796,11,3,0.3,1
11797,9,0,0,0
11798,7,0,0,0
11799,4,0,0,0
11800,4,0,0,0
11801,11,1,0.1,1
11802,9,0,0,0
11803,10,0,0,0
11804,10,0,0,0
11805,3,1,0.5,1
11806,12,0,0,0
11807,11,0,0,0
11808,11,1,0.1,1
11809,11,0,0,0
11810,9,1,0.125,1
11811,3,0,0,0
11812,12,0,0,0
11813,12,3,0.272727272727273,1
11814,12,1,0.0909090909090909,1
11815,2,0,0,0
11816,5,0,0,0
11817,10,0,0,0
11818,11,0,0,0
11819,1,0,0,0
11820,4,0,0,0
11821,8,0,0,0
11822,8,0,0,0
11823,3,1,0.5,1
11824,2,0,0,0
11825,1,0,0,0
11826,11,0,0,0
11827,7,0,0,0
11828,12,0,0,0
11829,5,0,0,0
11830,12,0,0,0
11831,12,1,0.0909090909090909,1
11832,12,0,0,0
11833,10,0,0,0
11834,12,0,0,0
11835,6,0,0,0
11836,8,2,0.285714285714286,1
11837,10,2,0.222222222222222,1
11838,11,0,0,0
11839,8,0,0,0
11840,10,0,0,0
11841,5,0,0,0
11842,10,0,0,0
11843,10,0,0,0
11844,1,0,0,0
11845,4,0,0,0
11846,7,0,0,0
11847,7,1,0.166666666666667,1
11848,11,5,0.5,1
11849,12,0,0,0
11850,12,0,0,0
11851,4,0,0,0
11852,5,0,0,0
11853,7,0,0,0
11854,11,0,0,0
11855,7,0,0,0
11856,8,0,0,0
11857,10,1,0.111111111111111,1
11858,6,0,0,0
11859,8,1,0.142857142857143,1
11860,11,0,0,0
11861,12,0,0,0
11862,9,1,0.125,1
11863,2,0,0,0
11864,3,0,0,0
11865,7,0,0,0
11866,10,0,0,0
11867,3,0,0,0
11868,10,0,0,0
11869,8,0,0,0
11870,11,0,0,0
11871,4,0,0,0
11872,12,0,0,0
11873,10,2,0.222222222222222,1
11874,7,0,0,0
11875,9,1,0.125,1
11876,8,3,0.428571428571429,1
11877,6,0,0,0
11878,4,0,0,0
11879,11,0,0,0
11880,1,0,0,0
11881,3,0,0,0
11882,2,0,0,0
11883,10,1,0.111111111111111,1
11884,10,0,0,0
11885,2,0,0,0
11886,11,0,0,0
11887,2,0,0,0
11888,5,0,0,0
11889,12,0,0,0
11890,12,2,0.181818181818182,1
11891,2,0,0,0
11892,6,0,0,0
11893,2,0,0,0
11894,10,3,0.333333333333333,1
11895,2,0,0,0
11896,11,0,0,0
11897,12,0,0,0
11898,10,0,0,0
11899,8,2,0.285714285714286,1
11900,9,0,0,0
11901,11,0,0,0
11902,11,0,0,0
11903,8,0,0,0
11904,10,0,0,0
11905,5,1,0.25,1
11906,2,0,0,0
11907,11,1,0.1,1
11908,8,0,0,0
11909,12,0,0,0
11910,6,0,0,0
11911,8,0,0,0
11912,4,0,0,0
11913,1,0,0,0
11914,4,0,0,0
11915,12,0,0,0
11916,7,0,0,0
11917,12,0,0,0
11918,3,0,0,0
11919,3,0,0,0
11920,11,0,0,0
11921,12,0,0,0
11922,3,0,0,0
11923,5,0,0,0
11924,3,0,0,0
11925,2,0,0,0
11926,8,0,0,0
11927,12,4,0.363636363636364,1
11928,2,0,0,0
11929,12,0,0,0
11930,2,0,0,0
11931,9,0,0,0
11932,5,0,0,0
11933,11,0,0,0
11934,3,0,0,0
11935,7,0,0,0
11936,3,0,0,0
11937,9,0,0,0
11938,3,0,0,0
11939,7,1,0.166666666666667,1
11940,8,0,0,0
11941,7,0,0,0
11942,8,0,0,0
11943,4,0,0,0
11944,7,0,0,0
11945,7,0,0,0
11946,9,1,0.125,1
11947,12,2,0.181818181818182,1
11948,3,0,0,0
11949,3,0,0,0
11950,9,0,0,0
11951,9,0,0,0
11952,12,0,0,0
11953,5,0,0,0
11954,10,0,0,0
11955,4,0,0,0
11956,8,0,0,0
11957,8,0,0,0
11958,11,0,0,0
11959,10,0,0,0
11960,11,1,0.1,1
11961,8,1,0.142857142857143,1
11962,5,0,0,0
11963,10,0,0,0
11964,1,0,0,0
11965,11,0,0,0
11966,12,0,0,0
11967,4,2,0.666666666666667,1
11968,12,2,0.181818181818182,1
11969,4,2,0.666666666666667,1
11970,5,0,0,0
11971,11,0,0,0
11972,4,0,0,0
11973,7,0,0,0
11974,11,0,0,0
11975,5,0,0,0
11976,7,0,0,0
11977,8,2,0.285714285714286,1
11978,12,0,0,0
11979,5,0,0,0
11980,3,0,0,0
11981,10,0,0,0
11982,3,0,0,0
11983,1,0,0,0
11984,4,0,0,0
11985,11,0,0,0
11986,7,1,0.166666666666667,1
11987,10,0,0,0
11988,5,0,0,0
11989,11,0,0,0
11990,12,1,0.0909090909090909,1
11991,8,0,0,0
11992,11,3,0.3,1
11993,8,3,0.428571428571429,1
11994,10,0,0,0
11995,2,0,0,0
11996,7,1,0.166666666666667,1
11997,12,0,0,0
11998,2,0,0,0
11999,4,0,0,0
12000,2,0,0,0
12001,8,2,0.285714285714286,1
12002,11,2,0.2,1
12003,10,2,0.222222222222222,1
12004,11,3,0.3,1
12005,12,0,0,0
12006,10,0,0,0
12007,1,0,0,0
12008,11,0,0,0
12009,11,0,0,0
12010,11,0,0,0
12011,12,0,0,0
12012,12,0,0,0
12013,12,0,0,0
12014,5,0,0,0
12015,6,0,0,0
12016,5,0,0,0
12017,9,0,0,0
12018,12,1,0.0909090909090909,1
12019,12,1,0.0909090909090909,1
12020,2,0,0,0
12021,12,1,0.0909090909090909,1
12022,11,0,0,0
12023,12,3,0.272727272727273,1
12024,1,0,0,0
12025,3,0,0,0
12026,12,1,0.0909090909090909,1
12027,5,0,0,0
12028,11,0,0,0
12029,2,0,0,0
12030,1,0,0,0
12031,10,4,0.444444444444444,1
12032,5,0,0,0
12033,8,0,0,0
12034,8,0,0,0
12035,12,0,0,0
12036,12,0,0,0
12037,12,0,0,0
12038,12,0,0,0
12039,10,0,0,0
12040,6,0,0,0
12041,10,0,0,0
12042,10,0,0,0
12043,4,0,0,0
12044,4,0,0,0
12045,10,1,0.111111111111111,1
12046,9,0,0,0
12047,8,0,0,0
12048,1,0,0,0
12049,11,0,0,0
12050,1,0,0,0
12051,6,0,0,0
12052,2,0,0,0
12053,11,0,0,0
12054,12,0,0,0
12055,2,0,0,0
12056,10,0,0,0
12057,9,0,0,0
12058,11,0,0,0
12059,11,0,0,0
12060,7,1,0.166666666666667,1
12061,11,0,0,0
12062,11,1,0.1,1
12063,6,0,0,0
12064,5,0,0,0
12065,5,0,0,0
12066,11,0,0,0
12067,9,2,0.25,1
12068,2,0,0,0
12069,11,0,0,0
12070,9,1,0.125,1
12071,9,1,0.125,1
12072,12,0,0,0
12073,12,3,0.272727272727273,1
12074,11,0,0,0
12075,6,0,0,0
12076,2,0,0,0
12077,11,0,0,0
12078,12,0,0,0
12079,9,0,0,0
12080,10,0,0,0
12081,1,0,0,0
12082,11,0,0,0
12083,9,3,0.375,1
12084,10,0,0,0
12085,1,0,0,0
12086,8,0,0,0
12087,3,0,0,0
12088,11,0,0,0
12089,11,0,0,0
12090,11,0,0,0
12091,2,0,0,0
12092,2,0,0,0
12093,10,0,0,0
12094,12,1,0.0909090909090909,1
12095,9,0,0,0
12096,2,0,0,0
12097,11,0,0,0
12098,9,0,0,0
12099,9,0,0,0
12100,12,0,0,0
12101,12,0,0,0
12102,8,0,0,0
12103,6,0,0,0
12104,8,0,0,0
12105,6,0,0,0
12106,5,0,0,0
12107,12,0,0,0
12108,9,0,0,0
12109,10,0,0,0
12110,6,0,0,0
12111,10,0,0,0
12112,10,0,0,0
12113,10,0,0,0
12114,1,0,0,0
12115,12,1,0.0909090909090909,1
12116,7,0,0,0
12117,9,1,0.125,1
12118,2,0,0,0
12119,2,0,0,0
12120,4,0,0,0
12121,11,3,0.3,1
12122,11,0,0,0
12123,10,0,0,0
12124,12,0,0,0
12125,10,0,0,0
12126,11,1,0.1,1
12127,3,0,0,0
12128,8,0,0,0
12129,8,2,0.285714285714286,1
12130,11,2,0.2,1
12131,12,0,0,0
12132,2,0,0,0
12133,9,0,0,0
12134,1,0,0,0
12135,4,0,0,0
12136,9,0,0,0
12137,12,0,0,0
12138,12,1,0.0909090909090909,1
12139,12,0,0,0
12140,11,0,0,0
12141,9,0,0,0
12142,4,1,0.333333333333333,1
12143,6,0,0,0
12144,12,0,0,0
12145,12,1,0.0909090909090909,1
12146,11,0,0,0
12147,12,0,0,0
12148,5,0,0,0
12149,11,0,0,0
12150,12,0,0,0
12151,5,0,0,0
12152,12,2,0.181818181818182,1
12153,11,0,0,0
12154,6,0,0,0
12155,7,1,0.166666666666667,1
12156,5,0,0,0
12157,1,0,0,0
12158,12,0,0,0
12159,12,0,0,0
12160,9,1,0.125,1
12161,11,0,0,0
12162,11,1,0.1,1
12163,8,1,0.142857142857143,1
12164,12,0,0,0
12165,12,0,0,0
12166,12,0,0,0
12167,6,0,0,0
12168,7,0,0,0
12169,11,0,0,0
12170,12,0,0,0
12171,8,0,0,0
12172,7,0,0,0
12173,11,2,0.2,1
12174,11,0,0,0
12175,7,2,0.333333333333333,1
12176,10,0,0,0
12177,2,0,0,0
12178,3,0,0,0
12179,11,0,0,0
12180,7,0,0,0
12181,11,1,0.1,1
12182,4,0,0,0
12183,6,1,0.2,1
12184,5,0,0,0
12185,9,0,0,0
12186,9,0,0,0
12187,9,0,0,0
12188,5,0,0,0
12189,12,3,0.272727272727273,1
12190,2,0,0,0
12191,8,0,0,0
12192,4,0,0,0
12193,12,0,0,0
12194,12,1,0.0909090909090909,1
12195,2,0,0,0
12196,5,0,0,0
12197,6,0,0,0
12198,10,0,0,0
12199,12,0,0,0
12200,11,0,0,0
12201,2,0,0,0
12202,12,1,0.0909090909090909,1
12203,11,0,0,0
12204,8,1,0.142857142857143,1
12205,11,0,0,0
12206,11,0,0,0
12207,11,0,0,0
12208,9,0,0,0
12209,9,0,0,0
12210,10,0,0,0
12211,11,0,0,0
12212,10,1,0.111111111111111,1
12213,10,0,0,0
12214,9,0,0,0
12215,9,0,0,0
12216,10,1,0.111111111111111,1
12217,11,1,0.1,1
12218,11,0,0,0
12219,9,1,0.125,1
12220,1,0,0,0
12221,12,0,0,0
12222,5,0,0,0
12223,11,0,0,0
12224,10,0,0,0
12225,10,0,0,0
12226,10,1,0.111111111111111,1
12227,6,0,0,0
12228,8,0,0,0
12229,4,0,0,0
12230,2,0,0,0
12231,6,0,0,0
12232,12,2,0.181818181818182,1
12233,12,0,0,0
12234,11,2,0.2,1
12235,9,3,0.375,1
12236,10,0,0,0
12237,12,0,0,0
12238,9,0,0,0
12239,10,1,0.111111111111111,1
12240,4,0,0,0
12241,12,0,0,0
12242,11,0,0,0
12243,7,1,0.166666666666667,1
12244,1,0,0,0
12245,9,0,0,0
12246,12,0,0,0
12247,11,0,0,0
12248,12,2,0.181818181818182,1
12249,2,0,0,0
12250,10,0,0,0
12251,4,0,0,0
12252,9,3,0.375,1
12253,9,0,0,0
12254,12,0,0,0
12255,5,0,0,0
12256,12,0,0,0
12257,4,0,0,0
12258,11,0,0,0
12259,3,0,0,0
12260,3,0,0,0
12261,8,0,0,0
12262,10,0,0,0
12263,12,0,0,0
12264,11,0,0,0
12265,4,0,0,0
12266,5,0,0,0
12267,5,0,0,0
12268,9,2,0.25,1
12269,10,2,0.222222222222222,1
12270,12,0,0,0
12271,11,0,0,0
12272,10,0,0,0
12273,11,0,0,0
12274,7,0,0,0
12275,12,0,0,0
12276,7,0,0,0
12277,7,0,0,0
12278,10,1,0.111111111111111,1
12279,3,0,0,0
12280,8,1,0.142857142857143,1
12281,11,1,0.1,1
12282,5,0,0,0
12283,4,0,0,0
12284,3,0,0,0
12285,11,0,0,0
12286,12,0,0,0
12287,12,0,0,0
12288,9,0,0,0
12289,4,0,0,0
12290,12,0,0,0
12291,12,0,0,0
12292,12,0,0,0
12293,1,0,0,0
12294,11,0,0,0
12295,9,2,0.25,1
12296,12,2,0.181818181818182,1
12297,11,1,0.1,1
12298,12,0,0,0
12299,2,0,0,0
12300,12,0,0,0
12301,12,1,0.0909090909090909,1
12302,7,0,0,0
12303,12,0,0,0
12304,5,0,0,0
12305,5,0,0,0
12306,3,0,0,0
12307,9,0,0,0
12308,9,0,0,0
12309,6,1,0.2,1
12310,5,0,0,0
12311,7,0,0,0
12312,7,0,0,0
12313,12,1,0.0909090909090909,1
12314,11,0,0,0
12315,11,0,0,0
12316,12,0,0,0
12317,10,0,0,0
12318,12,0,0,0
12319,12,1,0.0909090909090909,1
12320,5,0,0,0
12321,2,0,0,0
12322,9,0,0,0
12323,12,1,0.0909090909090909,1
12324,11,1,0.1,1
12325,8,0,0,0
12326,8,0,0,0
12327,4,0,0,0
12328,11,3,0.3,1
12329,11,1,0.1,1
12330,8,2,0.285714285714286,1
12331,9,2,0.25,1
12332,11,0,0,0
12333,10,0,0,0
12334,7,0,0,0
12335,11,0,0,0
12336,10,0,0,0
12337,7,0,0,0
12338,12,0,0,0
12339,3,0,0,0
12340,2,0,0,0
12341,12,1,0.0909090909090909,1
12342,2,0,0,0
12343,2,0,0,0
12344,6,0,0,0
12345,5,0,0,0
12346,8,0,0,0
12347,9,0,0,0
12348,12,0,0,0
12349,6,0,0,0
12350,11,0,0,0
12351,6,0,0,0
12352,10,0,0,0
12353,11,0,0,0
12354,2,0,0,0
12355,5,0,0,0
12356,6,0,0,0
12357,6,0,0,0
12358,4,0,0,0
12359,9,0,0,0
12360,8,0,0,0
12361,6,0,0,0
12362,5,0,0,0
12363,12,0,0,0
12364,11,0,0,0
12365,11,0,0,0
12366,9,0,0,0
12367,8,0,0,0
12368,2,0,0,0
12369,1,0,0,0
12370,12,1,0.0909090909090909,1
12371,2,0,0,0
