"","id","num_wave_present","num_switch","switch_ratio","ifswitch"
"1",1,9,0,0,0
"2",2,12,2,0.166666666666667,1
"3",3,11,1,0.0909090909090909,1
"4",4,2,0,0,0
"5",5,2,1,0.5,1
"6",6,9,4,0.444444444444444,1
"7",7,11,1,0.0909090909090909,1
"8",8,11,0,0,0
"9",9,13,0,0,0
"10",10,8,0,0,0
"11",11,7,0,0,0
"12",12,1,0,0,0
"13",13,3,0,0,0
"14",14,10,4,0.4,1
"15",15,13,2,0.153846153846154,1
"16",16,5,2,0.4,1
"17",17,10,0,0,0
"18",18,11,0,0,0
"19",19,7,0,0,0
"20",20,3,0,0,0
"21",21,1,0,0,0
"22",22,2,0,0,0
"23",23,9,0,0,0
"24",24,8,0,0,0
"25",25,3,0,0,0
"26",26,3,1,0.333333333333333,1
"27",27,6,0,0,0
"28",28,6,2,0.333333333333333,1
"29",29,12,7,0.583333333333333,1
"30",30,13,2,0.153846153846154,1
"31",31,10,0,0,0
"32",32,11,2,0.181818181818182,1
"33",33,8,2,0.25,1
"34",34,11,2,0.181818181818182,1
"35",35,11,0,0,0
"36",36,13,1,0.0769230769230769,1
"37",37,4,0,0,0
"38",38,7,0,0,0
"39",39,13,0,0,0
"40",40,13,0,0,0
"41",41,13,0,0,0
"42",42,11,0,0,0
"43",43,13,0,0,0
"44",44,12,0,0,0
"45",45,11,1,0.0909090909090909,1
"46",46,13,0,0,0
"47",47,6,0,0,0
"48",48,8,2,0.25,1
"49",49,12,0,0,0
"50",50,11,6,0.545454545454545,1
"51",51,11,3,0.272727272727273,1
"52",52,9,6,0.666666666666667,1
"53",53,9,1,0.111111111111111,1
"54",54,5,0,0,0
"55",55,12,0,0,0
"56",56,13,4,0.307692307692308,1
"57",57,11,0,0,0
"58",58,2,1,0.5,1
"59",59,9,2,0.222222222222222,1
"60",60,3,0,0,0
"61",61,13,0,0,0
"62",62,12,0,0,0
"63",63,13,2,0.153846153846154,1
"64",64,3,0,0,0
"65",65,12,0,0,0
"66",66,12,0,0,0
"67",67,8,0,0,0
"68",68,13,0,0,0
"69",69,10,1,0.1,1
"70",70,8,0,0,0
"71",71,9,0,0,0
"72",72,2,0,0,0
"73",73,8,3,0.375,1
"74",74,4,2,0.5,1
"75",75,9,6,0.666666666666667,1
"76",76,9,0,0,0
"77",77,12,0,0,0
"78",78,9,0,0,0
"79",79,1,0,0,0
"80",80,11,0,0,0
"81",81,12,3,0.25,1
"82",82,2,0,0,0
"83",83,6,0,0,0
"84",84,13,0,0,0
"85",85,2,0,0,0
"86",86,12,0,0,0
"87",87,13,5,0.384615384615385,1
"88",88,12,2,0.166666666666667,1
"89",89,13,0,0,0
"90",90,13,0,0,0
"91",91,5,0,0,0
"92",92,3,0,0,0
"93",93,9,1,0.111111111111111,1
"94",94,7,1,0.142857142857143,1
"95",95,7,5,0.714285714285714,1
"96",96,13,0,0,0
"97",97,3,0,0,0
"98",98,13,4,0.307692307692308,1
"99",99,9,0,0,0
"100",100,9,4,0.444444444444444,1
"101",101,13,3,0.230769230769231,1
"102",102,10,0,0,0
"103",103,13,0,0,0
"104",104,8,1,0.125,1
"105",105,7,0,0,0
"106",106,5,0,0,0
"107",107,9,1,0.111111111111111,1
"108",108,13,0,0,0
"109",109,11,0,0,0
"110",110,2,0,0,0
"111",111,8,0,0,0
"112",112,11,2,0.181818181818182,1
"113",113,11,0,0,0
"114",114,10,0,0,0
"115",115,12,0,0,0
"116",116,9,0,0,0
"117",117,10,0,0,0
"118",118,12,0,0,0
"119",119,13,3,0.230769230769231,1
"120",120,13,0,0,0
"121",121,13,0,0,0
"122",122,8,0,0,0
"123",123,6,0,0,0
"124",124,6,0,0,0
"125",125,10,0,0,0
"126",126,13,2,0.153846153846154,1
"127",127,13,1,0.0769230769230769,1
"128",128,11,0,0,0
"129",129,11,0,0,0
"130",130,13,0,0,0
"131",131,6,0,0,0
"132",132,8,0,0,0
"133",133,12,3,0.25,1
"134",134,6,0,0,0
"135",135,11,1,0.0909090909090909,1
"136",136,11,2,0.181818181818182,1
"137",137,6,0,0,0
"138",138,7,1,0.142857142857143,1
"139",139,5,0,0,0
"140",140,12,1,0.0833333333333333,1
"141",141,9,3,0.333333333333333,1
"142",142,11,1,0.0909090909090909,1
"143",143,1,0,0,0
"144",144,11,0,0,0
"145",145,9,0,0,0
"146",146,13,0,0,0
"147",147,5,1,0.2,1
"148",148,6,0,0,0
"149",149,1,0,0,0
"150",150,4,0,0,0
"151",151,8,2,0.25,1
"152",152,9,2,0.222222222222222,1
"153",153,9,0,0,0
"154",154,7,3,0.428571428571429,1
"155",155,8,0,0,0
"156",156,8,0,0,0
"157",157,12,0,0,0
"158",158,4,3,0.75,1
"159",159,1,0,0,0
"160",160,8,2,0.25,1
"161",161,3,0,0,0
"162",162,13,4,0.307692307692308,1
"163",163,10,0,0,0
"164",164,13,1,0.0769230769230769,1
"165",165,12,0,0,0
"166",166,6,0,0,0
"167",167,6,0,0,0
"168",168,9,1,0.111111111111111,1
"169",169,8,0,0,0
"170",170,11,2,0.181818181818182,1
"171",171,1,0,0,0
"172",172,13,0,0,0
"173",173,10,4,0.4,1
"174",174,9,2,0.222222222222222,1
"175",175,4,1,0.25,1
"176",176,10,0,0,0
"177",177,13,5,0.384615384615385,1
"178",178,12,2,0.166666666666667,1
"179",179,12,0,0,0
"180",180,12,0,0,0
"181",181,8,0,0,0
"182",182,12,5,0.416666666666667,1
"183",183,12,0,0,0
"184",184,6,5,0.833333333333333,1
"185",185,13,5,0.384615384615385,1
"186",186,11,2,0.181818181818182,1
"187",187,13,0,0,0
"188",188,13,0,0,0
"189",189,9,0,0,0
"190",190,10,0,0,0
"191",191,6,0,0,0
"192",192,13,2,0.153846153846154,1
"193",193,8,0,0,0
"194",194,12,2,0.166666666666667,1
"195",195,12,4,0.333333333333333,1
"196",196,3,0,0,0
"197",197,8,0,0,0
"198",198,5,0,0,0
"199",199,12,0,0,0
"200",200,11,2,0.181818181818182,1
"201",201,12,3,0.25,1
"202",202,9,1,0.111111111111111,1
"203",203,13,0,0,0
"204",204,8,0,0,0
"205",205,6,0,0,0
"206",206,6,0,0,0
"207",207,9,0,0,0
"208",208,12,0,0,0
"209",209,12,0,0,0
"210",210,7,0,0,0
"211",211,8,2,0.25,1
"212",212,12,0,0,0
"213",213,12,0,0,0
"214",214,4,0,0,0
"215",215,4,0,0,0
"216",216,13,0,0,0
"217",217,4,0,0,0
"218",218,10,2,0.2,1
"219",219,8,0,0,0
"220",220,6,1,0.166666666666667,1
"221",221,13,2,0.153846153846154,1
"222",222,11,2,0.181818181818182,1
"223",223,2,0,0,0
"224",224,1,0,0,0
"225",225,9,0,0,0
"226",226,10,0,0,0
"227",227,4,0,0,0
"228",228,12,1,0.0833333333333333,1
"229",229,5,1,0.2,1
"230",230,1,0,0,0
"231",231,4,1,0.25,1
"232",232,13,3,0.230769230769231,1
"233",233,12,0,0,0
"234",234,9,3,0.333333333333333,1
"235",235,13,0,0,0
"236",236,7,1,0.142857142857143,1
"237",237,2,0,0,0
"238",238,13,0,0,0
"239",239,6,2,0.333333333333333,1
"240",240,13,0,0,0
"241",241,8,0,0,0
"242",242,4,1,0.25,1
"243",243,13,0,0,0
"244",244,7,0,0,0
"245",245,5,2,0.4,1
"246",246,10,2,0.2,1
"247",247,2,0,0,0
"248",248,13,0,0,0
"249",249,4,0,0,0
"250",250,11,0,0,0
"251",251,8,1,0.125,1
"252",252,2,0,0,0
"253",253,4,0,0,0
"254",254,4,0,0,0
"255",255,2,0,0,0
"256",256,8,2,0.25,1
"257",257,1,0,0,0
"258",258,10,0,0,0
"259",259,2,1,0.5,1
"260",260,12,2,0.166666666666667,1
"261",261,12,0,0,0
"262",262,6,0,0,0
"263",263,11,0,0,0
"264",264,2,0,0,0
"265",265,10,1,0.1,1
"266",266,10,0,0,0
"267",267,13,1,0.0769230769230769,1
"268",268,2,0,0,0
"269",269,13,6,0.461538461538462,1
"270",270,11,0,0,0
"271",271,11,0,0,0
"272",272,11,2,0.181818181818182,1
"273",273,13,2,0.153846153846154,1
"274",274,13,1,0.0769230769230769,1
"275",275,2,0,0,0
"276",276,13,3,0.230769230769231,1
"277",277,2,0,0,0
"278",278,13,0,0,0
"279",279,12,0,0,0
"280",280,11,0,0,0
"281",281,4,1,0.25,1
"282",282,12,0,0,0
"283",283,7,1,0.142857142857143,1
"284",284,12,3,0.25,1
"285",285,13,0,0,0
"286",286,8,2,0.25,1
"287",287,9,0,0,0
"288",288,13,0,0,0
"289",289,6,0,0,0
"290",290,2,0,0,0
"291",291,2,0,0,0
"292",292,2,0,0,0
"293",293,13,0,0,0
"294",294,2,0,0,0
"295",295,11,0,0,0
"296",296,10,0,0,0
"297",297,13,1,0.0769230769230769,1
"298",298,13,0,0,0
"299",299,4,0,0,0
"300",300,8,2,0.25,1
"301",301,9,1,0.111111111111111,1
"302",302,6,0,0,0
"303",303,10,2,0.2,1
"304",304,2,0,0,0
"305",305,11,0,0,0
"306",306,2,0,0,0
"307",307,13,0,0,0
"308",308,13,0,0,0
"309",309,10,0,0,0
"310",310,2,0,0,0
"311",311,7,0,0,0
"312",312,7,3,0.428571428571429,1
"313",313,2,0,0,0
"314",314,1,0,0,0
"315",315,6,0,0,0
"316",316,2,1,0.5,1
"317",317,3,0,0,0
"318",318,6,0,0,0
"319",319,2,0,0,0
"320",320,9,3,0.333333333333333,1
"321",321,8,0,0,0
"322",322,2,1,0.5,1
"323",323,2,0,0,0
"324",324,9,0,0,0
"325",325,11,0,0,0
"326",326,2,0,0,0
"327",327,1,0,0,0
"328",328,2,0,0,0
"329",329,6,0,0,0
"330",330,2,0,0,0
"331",331,13,0,0,0
"332",332,5,1,0.2,1
"333",333,2,1,0.5,1
"334",334,12,0,0,0
"335",335,1,0,0,0
"336",336,7,0,0,0
"337",337,3,0,0,0
"338",338,2,1,0.5,1
"339",339,2,0,0,0
"340",340,13,0,0,0
"341",341,8,0,0,0
"342",342,6,0,0,0
"343",343,9,1,0.111111111111111,1
"344",344,13,0,0,0
"345",345,9,0,0,0
"346",346,12,2,0.166666666666667,1
"347",347,10,0,0,0
"348",348,2,0,0,0
"349",349,12,5,0.416666666666667,1
"350",350,12,5,0.416666666666667,1
"351",351,2,0,0,0
"352",352,9,2,0.222222222222222,1
"353",353,12,1,0.0833333333333333,1
"354",354,10,4,0.4,1
"355",355,8,0,0,0
"356",356,13,2,0.153846153846154,1
"357",357,4,2,0.5,1
"358",358,12,0,0,0
"359",359,2,0,0,0
"360",360,1,0,0,0
"361",361,1,0,0,0
"362",362,2,0,0,0
"363",363,11,0,0,0
"364",364,1,0,0,0
"365",365,11,4,0.363636363636364,1
"366",366,10,0,0,0
"367",367,9,0,0,0
"368",368,6,0,0,0
"369",369,12,2,0.166666666666667,1
"370",370,10,0,0,0
"371",371,13,1,0.0769230769230769,1
"372",372,7,1,0.142857142857143,1
"373",373,13,0,0,0
"374",374,1,0,0,0
"375",375,7,0,0,0
"376",376,13,0,0,0
"377",377,13,2,0.153846153846154,1
"378",378,1,0,0,0
"379",379,11,0,0,0
"380",380,13,1,0.0769230769230769,1
"381",381,8,2,0.25,1
"382",382,4,0,0,0
"383",383,13,0,0,0
"384",384,13,0,0,0
"385",385,5,1,0.2,1
"386",386,9,0,0,0
"387",387,2,0,0,0
"388",388,11,2,0.181818181818182,1
"389",389,12,0,0,0
"390",390,10,0,0,0
"391",391,5,0,0,0
"392",392,2,1,0.5,1
"393",393,6,1,0.166666666666667,1
"394",394,12,1,0.0833333333333333,1
"395",395,9,2,0.222222222222222,1
"396",396,13,0,0,0
"397",397,8,3,0.375,1
"398",398,13,2,0.153846153846154,1
"399",399,7,0,0,0
"400",400,2,0,0,0
"401",401,1,0,0,0
"402",402,4,0,0,0
"403",403,8,1,0.125,1
"404",404,6,1,0.166666666666667,1
"405",405,13,1,0.0769230769230769,1
"406",406,10,0,0,0
"407",407,12,0,0,0
"408",408,6,0,0,0
"409",409,13,0,0,0
"410",410,2,0,0,0
"411",411,9,0,0,0
"412",412,8,4,0.5,1
"413",413,3,0,0,0
"414",414,2,0,0,0
"415",415,6,0,0,0
"416",416,12,0,0,0
"417",417,10,1,0.1,1
"418",418,2,0,0,0
"419",419,9,0,0,0
"420",420,11,0,0,0
"421",421,3,2,0.666666666666667,1
"422",422,6,0,0,0
"423",423,9,0,0,0
"424",424,8,0,0,0
"425",425,9,0,0,0
"426",426,6,1,0.166666666666667,1
"427",427,2,0,0,0
"428",428,10,0,0,0
"429",429,13,0,0,0
"430",430,12,2,0.166666666666667,1
"431",431,11,0,0,0
"432",432,5,3,0.6,1
"433",433,13,0,0,0
"434",434,13,0,0,0
"435",435,12,0,0,0
"436",436,2,1,0.5,1
"437",437,7,0,0,0
"438",438,11,0,0,0
"439",439,12,0,0,0
"440",440,6,1,0.166666666666667,1
"441",441,6,0,0,0
"442",442,7,0,0,0
"443",443,13,0,0,0
"444",444,6,2,0.333333333333333,1
"445",445,11,0,0,0
"446",446,11,2,0.181818181818182,1
"447",447,12,2,0.166666666666667,1
"448",448,3,0,0,0
"449",449,13,0,0,0
"450",450,9,4,0.444444444444444,1
"451",451,10,2,0.2,1
"452",452,7,0,0,0
"453",453,12,3,0.25,1
"454",454,3,1,0.333333333333333,1
"455",455,11,0,0,0
"456",456,13,0,0,0
"457",457,3,1,0.333333333333333,1
"458",458,13,0,0,0
"459",459,7,1,0.142857142857143,1
"460",460,13,2,0.153846153846154,1
"461",461,13,0,0,0
"462",462,6,2,0.333333333333333,1
"463",463,5,0,0,0
"464",464,13,1,0.0769230769230769,1
"465",465,6,2,0.333333333333333,1
"466",466,12,0,0,0
"467",467,11,4,0.363636363636364,1
"468",468,12,0,0,0
"469",469,11,0,0,0
"470",470,5,0,0,0
"471",471,12,0,0,0
"472",472,3,0,0,0
"473",473,1,0,0,0
"474",474,4,0,0,0
"475",475,2,0,0,0
"476",476,12,0,0,0
"477",477,10,4,0.4,1
"478",478,11,0,0,0
"479",479,9,0,0,0
"480",480,5,0,0,0
"481",481,12,0,0,0
"482",482,4,0,0,0
"483",483,5,0,0,0
"484",484,11,0,0,0
"485",485,12,3,0.25,1
"486",486,11,0,0,0
"487",487,2,0,0,0
"488",488,13,6,0.461538461538462,1
"489",489,13,0,0,0
"490",490,4,2,0.5,1
"491",491,12,1,0.0833333333333333,1
"492",492,11,1,0.0909090909090909,1
"493",493,2,0,0,0
"494",494,5,2,0.4,1
"495",495,12,0,0,0
"496",496,4,0,0,0
"497",497,9,0,0,0
"498",498,4,0,0,0
"499",499,4,0,0,0
"500",500,9,1,0.111111111111111,1
"501",501,8,0,0,0
"502",502,8,4,0.5,1
"503",503,13,0,0,0
"504",504,2,0,0,0
"505",505,3,0,0,0
"506",506,13,0,0,0
"507",507,8,0,0,0
"508",508,8,0,0,0
"509",509,11,2,0.181818181818182,1
"510",510,13,2,0.153846153846154,1
"511",511,11,0,0,0
"512",512,12,0,0,0
"513",513,7,3,0.428571428571429,1
"514",514,6,0,0,0
"515",515,13,4,0.307692307692308,1
"516",516,10,0,0,0
"517",517,9,3,0.333333333333333,1
"518",518,8,2,0.25,1
"519",519,13,4,0.307692307692308,1
"520",520,11,0,0,0
"521",521,6,0,0,0
"522",522,12,2,0.166666666666667,1
"523",523,10,0,0,0
"524",524,2,0,0,0
"525",525,13,3,0.230769230769231,1
"526",526,5,0,0,0
"527",527,11,1,0.0909090909090909,1
"528",528,8,2,0.25,1
"529",529,7,2,0.285714285714286,1
"530",530,12,0,0,0
"531",531,1,0,0,0
"532",532,2,0,0,0
"533",533,11,0,0,0
"534",534,13,0,0,0
"535",535,1,0,0,0
"536",536,13,0,0,0
"537",537,1,0,0,0
"538",538,2,0,0,0
"539",539,5,0,0,0
"540",540,12,2,0.166666666666667,1
"541",541,4,0,0,0
"542",542,2,0,0,0
"543",543,9,2,0.222222222222222,1
"544",544,11,3,0.272727272727273,1
"545",545,8,1,0.125,1
"546",546,7,0,0,0
"547",547,3,0,0,0
"548",548,12,2,0.166666666666667,1
"549",549,6,0,0,0
"550",550,10,2,0.2,1
"551",551,2,1,0.5,1
"552",552,8,3,0.375,1
"553",553,13,1,0.0769230769230769,1
"554",554,2,1,0.5,1
"555",555,9,0,0,0
"556",556,11,2,0.181818181818182,1
"557",557,10,0,0,0
"558",558,2,0,0,0
"559",559,11,1,0.0909090909090909,1
"560",560,12,2,0.166666666666667,1
"561",561,2,0,0,0
"562",562,9,0,0,0
"563",563,5,0,0,0
"564",564,8,0,0,0
"565",565,3,0,0,0
"566",566,12,0,0,0
"567",567,12,0,0,0
"568",568,6,0,0,0
"569",569,12,0,0,0
"570",570,12,0,0,0
"571",571,6,1,0.166666666666667,1
"572",572,11,1,0.0909090909090909,1
"573",573,7,1,0.142857142857143,1
"574",574,2,0,0,0
"575",575,11,2,0.181818181818182,1
"576",576,13,3,0.230769230769231,1
"577",577,4,0,0,0
"578",578,12,0,0,0
"579",579,12,0,0,0
"580",580,10,0,0,0
"581",581,2,0,0,0
"582",582,11,3,0.272727272727273,1
"583",583,7,0,0,0
"584",584,12,3,0.25,1
"585",585,12,0,0,0
"586",586,2,0,0,0
"587",587,4,2,0.5,1
"588",588,10,1,0.1,1
"589",589,2,0,0,0
"590",590,8,0,0,0
"591",591,8,0,0,0
"592",592,5,0,0,0
"593",593,12,0,0,0
"594",594,13,5,0.384615384615385,1
"595",595,13,0,0,0
"596",596,13,0,0,0
"597",597,2,0,0,0
"598",598,7,1,0.142857142857143,1
"599",599,13,0,0,0
"600",600,9,0,0,0
"601",601,11,0,0,0
"602",602,13,0,0,0
"603",603,5,2,0.4,1
"604",604,11,2,0.181818181818182,1
"605",605,6,0,0,0
"606",606,10,6,0.6,1
"607",607,12,3,0.25,1
"608",608,12,3,0.25,1
"609",609,5,0,0,0
"610",610,9,0,0,0
"611",611,11,0,0,0
"612",612,9,0,0,0
"613",613,13,0,0,0
"614",614,2,0,0,0
"615",615,12,0,0,0
"616",616,12,0,0,0
"617",617,12,0,0,0
"618",618,2,1,0.5,1
"619",619,6,0,0,0
"620",620,2,0,0,0
"621",621,12,0,0,0
"622",622,11,0,0,0
"623",623,8,0,0,0
"624",624,9,0,0,0
"625",625,11,0,0,0
"626",626,7,0,0,0
"627",627,12,1,0.0833333333333333,1
"628",628,6,0,0,0
"629",629,8,4,0.5,1
"630",630,9,1,0.111111111111111,1
"631",631,10,3,0.3,1
"632",632,6,1,0.166666666666667,1
"633",633,6,0,0,0
"634",634,12,0,0,0
"635",635,7,3,0.428571428571429,1
"636",636,11,1,0.0909090909090909,1
"637",637,8,3,0.375,1
"638",638,9,0,0,0
"639",639,6,0,0,0
"640",640,13,2,0.153846153846154,1
"641",641,11,0,0,0
"642",642,7,0,0,0
"643",643,12,0,0,0
"644",644,13,0,0,0
"645",645,6,0,0,0
"646",646,10,0,0,0
"647",647,3,0,0,0
"648",648,13,0,0,0
"649",649,9,0,0,0
"650",650,13,0,0,0
"651",651,2,0,0,0
"652",652,13,0,0,0
"653",653,3,0,0,0
"654",654,13,0,0,0
"655",655,6,0,0,0
"656",656,11,0,0,0
"657",657,13,3,0.230769230769231,1
"658",658,1,0,0,0
"659",659,13,0,0,0
"660",660,12,0,0,0
"661",661,11,0,0,0
"662",662,2,0,0,0
"663",663,7,0,0,0
"664",664,10,0,0,0
"665",665,10,4,0.4,1
"666",666,10,0,0,0
"667",667,13,0,0,0
"668",668,13,0,0,0
"669",669,8,0,0,0
"670",670,8,2,0.25,1
"671",671,8,0,0,0
"672",672,9,5,0.555555555555556,1
"673",673,3,2,0.666666666666667,1
"674",674,12,3,0.25,1
"675",675,7,0,0,0
"676",676,11,2,0.181818181818182,1
"677",677,1,0,0,0
"678",678,6,0,0,0
"679",679,10,0,0,0
"680",680,13,0,0,0
"681",681,6,3,0.5,1
"682",682,13,3,0.230769230769231,1
"683",683,9,0,0,0
"684",684,5,0,0,0
"685",685,13,0,0,0
"686",686,10,0,0,0
"687",687,12,0,0,0
"688",688,13,0,0,0
"689",689,13,0,0,0
"690",690,13,0,0,0
"691",691,2,1,0.5,1
"692",692,8,0,0,0
"693",693,11,0,0,0
"694",694,13,0,0,0
"695",695,6,0,0,0
"696",696,13,0,0,0
"697",697,13,0,0,0
"698",698,7,0,0,0
"699",699,7,0,0,0
"700",700,12,1,0.0833333333333333,1
"701",701,2,0,0,0
"702",702,10,0,0,0
"703",703,10,0,0,0
"704",704,10,2,0.2,1
"705",705,10,0,0,0
"706",706,13,0,0,0
"707",707,13,0,0,0
"708",708,12,1,0.0833333333333333,1
"709",709,11,3,0.272727272727273,1
"710",710,13,2,0.153846153846154,1
"711",711,13,1,0.0769230769230769,1
"712",712,3,0,0,0
"713",713,12,0,0,0
"714",714,9,1,0.111111111111111,1
"715",715,2,0,0,0
"716",716,11,1,0.0909090909090909,1
"717",717,13,0,0,0
"718",718,5,0,0,0
"719",719,10,4,0.4,1
"720",720,13,1,0.0769230769230769,1
"721",721,10,0,0,0
"722",722,13,0,0,0
"723",723,2,0,0,0
"724",724,13,0,0,0
"725",725,7,0,0,0
"726",726,10,0,0,0
"727",727,12,3,0.25,1
"728",728,2,0,0,0
"729",729,2,1,0.5,1
"730",730,12,0,0,0
"731",731,9,0,0,0
"732",732,13,0,0,0
"733",733,13,2,0.153846153846154,1
"734",734,10,5,0.5,1
"735",735,6,0,0,0
"736",736,13,2,0.153846153846154,1
"737",737,7,0,0,0
"738",738,11,0,0,0
"739",739,12,0,0,0
"740",740,2,0,0,0
"741",741,9,2,0.222222222222222,1
"742",742,11,0,0,0
"743",743,13,2,0.153846153846154,1
"744",744,13,0,0,0
"745",745,10,0,0,0
"746",746,5,0,0,0
"747",747,8,0,0,0
"748",748,2,0,0,0
"749",749,8,0,0,0
"750",750,13,0,0,0
"751",751,13,0,0,0
"752",752,13,0,0,0
"753",753,7,0,0,0
"754",754,6,0,0,0
"755",755,8,0,0,0
"756",756,12,0,0,0
"757",757,8,0,0,0
"758",758,13,1,0.0769230769230769,1
"759",759,13,0,0,0
"760",760,2,1,0.5,1
"761",761,11,1,0.0909090909090909,1
"762",762,1,0,0,0
"763",763,13,5,0.384615384615385,1
"764",764,12,3,0.25,1
"765",765,12,0,0,0
"766",766,9,1,0.111111111111111,1
"767",767,11,3,0.272727272727273,1
"768",768,13,0,0,0
"769",769,13,0,0,0
"770",770,13,1,0.0769230769230769,1
"771",771,10,0,0,0
"772",772,13,0,0,0
"773",773,11,3,0.272727272727273,1
"774",774,13,0,0,0
"775",775,10,1,0.1,1
"776",776,13,4,0.307692307692308,1
"777",777,12,1,0.0833333333333333,1
"778",778,13,2,0.153846153846154,1
"779",779,13,2,0.153846153846154,1
"780",780,13,0,0,0
"781",781,10,2,0.2,1
"782",782,2,0,0,0
"783",783,12,0,0,0
"784",784,13,0,0,0
"785",785,12,1,0.0833333333333333,1
"786",786,6,2,0.333333333333333,1
"787",787,13,0,0,0
"788",788,11,0,0,0
"789",789,13,0,0,0
"790",790,13,0,0,0
"791",791,4,0,0,0
"792",792,13,2,0.153846153846154,1
"793",793,9,0,0,0
"794",794,13,0,0,0
"795",795,12,0,0,0
"796",796,12,0,0,0
"797",797,6,0,0,0
"798",798,11,0,0,0
"799",799,13,0,0,0
"800",800,12,0,0,0
"801",801,5,1,0.2,1
"802",802,12,0,0,0
"803",803,6,0,0,0
"804",804,12,0,0,0
"805",805,12,0,0,0
"806",806,6,4,0.666666666666667,1
"807",807,2,1,0.5,1
"808",808,3,0,0,0
"809",809,7,1,0.142857142857143,1
"810",810,13,0,0,0
"811",811,6,0,0,0
"812",812,12,0,0,0
"813",813,9,0,0,0
"814",814,12,2,0.166666666666667,1
"815",815,8,0,0,0
"816",816,13,0,0,0
"817",817,1,0,0,0
"818",818,7,0,0,0
"819",819,6,0,0,0
"820",820,13,4,0.307692307692308,1
"821",821,13,0,0,0
"822",822,7,2,0.285714285714286,1
"823",823,2,0,0,0
"824",824,10,2,0.2,1
"825",825,10,0,0,0
"826",826,2,0,0,0
"827",827,13,3,0.230769230769231,1
"828",828,8,5,0.625,1
"829",829,13,0,0,0
"830",830,2,0,0,0
"831",831,13,2,0.153846153846154,1
"832",832,7,0,0,0
"833",833,10,0,0,0
"834",834,7,1,0.142857142857143,1
"835",835,12,0,0,0
"836",836,12,0,0,0
"837",837,3,0,0,0
"838",838,12,4,0.333333333333333,1
"839",839,12,0,0,0
"840",840,2,0,0,0
"841",841,9,0,0,0
"842",842,6,0,0,0
"843",843,6,0,0,0
"844",844,6,0,0,0
"845",845,11,0,0,0
"846",846,1,0,0,0
"847",847,13,0,0,0
"848",848,11,0,0,0
"849",849,13,0,0,0
"850",850,6,0,0,0
"851",851,3,0,0,0
"852",852,12,0,0,0
"853",853,13,0,0,0
"854",854,12,1,0.0833333333333333,1
"855",855,8,0,0,0
"856",856,9,0,0,0
"857",857,13,0,0,0
"858",858,13,0,0,0
"859",859,13,0,0,0
"860",860,7,1,0.142857142857143,1
"861",861,13,0,0,0
"862",862,7,4,0.571428571428571,1
"863",863,11,0,0,0
"864",864,12,3,0.25,1
"865",865,3,0,0,0
"866",866,7,1,0.142857142857143,1
"867",867,10,2,0.2,1
"868",868,10,0,0,0
"869",869,3,0,0,0
"870",870,5,0,0,0
"871",871,13,2,0.153846153846154,1
"872",872,1,0,0,0
"873",873,6,0,0,0
"874",874,11,0,0,0
"875",875,1,0,0,0
"876",876,10,0,0,0
"877",877,11,0,0,0
"878",878,7,1,0.142857142857143,1
"879",879,11,0,0,0
"880",880,5,0,0,0
"881",881,13,4,0.307692307692308,1
"882",882,4,0,0,0
"883",883,13,0,0,0
"884",884,10,0,0,0
"885",885,10,2,0.2,1
"886",886,3,0,0,0
"887",887,11,0,0,0
"888",888,13,0,0,0
"889",889,10,0,0,0
"890",890,7,0,0,0
"891",891,13,0,0,0
"892",892,10,0,0,0
"893",893,10,0,0,0
"894",894,12,3,0.25,1
"895",895,8,0,0,0
"896",896,10,0,0,0
"897",897,12,0,0,0
"898",898,4,2,0.5,1
"899",899,10,5,0.5,1
"900",900,7,1,0.142857142857143,1
"901",901,6,1,0.166666666666667,1
"902",902,6,2,0.333333333333333,1
"903",903,4,0,0,0
"904",904,13,2,0.153846153846154,1
"905",905,8,0,0,0
"906",906,10,0,0,0
"907",907,13,0,0,0
"908",908,13,0,0,0
"909",909,6,2,0.333333333333333,1
"910",910,2,0,0,0
"911",911,9,0,0,0
"912",912,11,0,0,0
"913",913,11,4,0.363636363636364,1
"914",914,13,0,0,0
"915",915,6,3,0.5,1
"916",916,7,0,0,0
"917",917,8,0,0,0
"918",918,12,0,0,0
"919",919,9,0,0,0
"920",920,12,0,0,0
"921",921,10,0,0,0
"922",922,13,0,0,0
"923",923,6,0,0,0
"924",924,13,0,0,0
"925",925,13,0,0,0
"926",926,13,0,0,0
"927",927,5,0,0,0
"928",928,6,0,0,0
"929",929,9,3,0.333333333333333,1
"930",930,10,0,0,0
"931",931,13,3,0.230769230769231,1
"932",932,13,2,0.153846153846154,1
"933",933,10,0,0,0
"934",934,12,0,0,0
"935",935,12,2,0.166666666666667,1
"936",936,2,0,0,0
"937",937,13,0,0,0
"938",938,1,0,0,0
"939",939,2,0,0,0
"940",940,13,0,0,0
"941",941,13,5,0.384615384615385,1
"942",942,12,0,0,0
"943",943,2,0,0,0
"944",944,12,0,0,0
"945",945,9,0,0,0
"946",946,13,0,0,0
"947",947,2,0,0,0
"948",948,13,3,0.230769230769231,1
"949",949,11,3,0.272727272727273,1
"950",950,11,2,0.181818181818182,1
"951",951,8,0,0,0
"952",952,6,0,0,0
"953",953,12,0,0,0
"954",954,6,0,0,0
"955",955,10,4,0.4,1
"956",956,13,0,0,0
"957",957,2,0,0,0
"958",958,9,0,0,0
