"","id","num_wave_voted","num_switch","switch_ratio","ifswitch"
"42280",57280,1,0,0,0
"42281",57281,5,0,0,0
"42282",57285,3,0,0,0
"42283",57286,6,0,0,0
"42284",57288,5,2,0.4,1
"42285",57290,4,0,0,0
"42286",57291,2,0,0,0
"42287",57292,5,0,0,0
"42288",57294,6,0,0,0
"42289",57297,5,1,0.2,1
"42290",57298,6,0,0,0
"42291",57300,2,0,0,0
"42292",57301,5,0,0,0
"42293",57302,5,0,0,0
"42294",57303,3,1,0.333333333333333,1
"42295",57305,6,0,0,0
"42296",57306,3,0,0,0
"42297",57308,6,0,0,0
"42298",57309,2,0,0,0
"42299",57310,2,0,0,0
"42300",57311,2,1,0.5,1
"42301",57312,5,0,0,0
"42302",57314,2,0,0,0
"42303",57316,1,0,0,0
"42304",57317,6,0,0,0
"42305",57318,2,0,0,0
"42306",57319,2,0,0,0
"42307",57321,2,0,0,0
"42308",57322,3,0,0,0
"42309",57323,1,0,0,0
"42310",57324,1,0,0,0
"42311",57325,1,0,0,0
"42312",57327,3,0,0,0
"42313",57328,6,0,0,0
"42314",57329,3,0,0,0
"42315",57330,3,0,0,0
"42316",57331,2,0,0,0
"42317",57332,1,0,0,0
"42318",57333,5,0,0,0
"42319",57335,6,1,0.166666666666667,1
"42320",57336,3,0,0,0
"42321",57337,3,0,0,0
"42322",57338,6,0,0,0
"42323",57339,1,0,0,0
"42324",57341,5,0,0,0
"42325",57342,6,0,0,0
"42326",57343,5,0,0,0
"42327",57345,2,1,0.5,1
"42328",57347,3,0,0,0
"42329",57348,6,0,0,0
"42330",57349,5,0,0,0
"42331",57350,5,0,0,0
"42332",57351,6,0,0,0
"42333",57352,6,1,0.166666666666667,1
"42334",57353,3,0,0,0
"42335",57354,6,1,0.166666666666667,1
"42336",57355,2,0,0,0
"42337",57356,6,0,0,0
"42338",57357,5,0,0,0
"42339",57358,3,0,0,0
"42340",57359,1,0,0,0
"42341",57360,6,2,0.333333333333333,1
"42342",57361,4,2,0.5,1
"42343",57363,2,0,0,0
